time,company,update_time,cost,first_name,first_line,second_line,name,second_name,bus_type
运行时间：观澜新田总站06:30-08:30 |南山中心区总站17:30-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高峰专线92公交车路线(观澜新田总站—南山中心区公交总站),"1:观澜新田总站
2:新田路口
3:吉坑村口
4:樟坑径路口
5:樟坑径下围工业园
6:观澜高新园
7:大和工业区
8:中航格澜郡
9:龙华汽车站
10:美丽365花园
11:大润发
12:山咀头
13:龙华地铁站
14:上塘派出所
15:国泰家私城
16:西头居委会
17:上塘村口
18:世纪春城
19:民兴路口
20:东泉新村
21:铁路桥
22:樟坑
23:潜龙花园
24:惠鑫公寓(1)
25:民乐地铁站(3)
","26:北环新洲立交
27:沙河建工村
28:北环铜鼓天桥
29:清华信息港
30:科苑立交南
31:科苑北
32:科发路
33:深南科技立交北
34:创维大厦
35:高新公寓
36:科技南路
37:科苑南路南
38:百度国际大厦
39:软件产业基地
40:海岸城
41:南山中心区公交总站
",深圳高峰专线92公交车路线,深圳高峰专线92公交车路线(南山中心区公交总站—观澜新田总站),高峰专线
运行时间：西丽茶光路总站07:00-08:30 17:00-19:00 |世界之窗地铁接驳站07:30-09:00 17:30-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2.5元,深圳高峰专线93公交车路线(茶光路总站—世界之窗地铁公交接驳站),"1:茶光路总站
2:中兴人才公寓东
3:深职院西校区
4:西丽医院
5:西丽法庭(1)
6:西丽社区(1)
7:茶光(2)
8:茶光(1)
9:松坪村
10:朗山路中
11:孙逸仙心血管医院
12:科苑北环立交(2)
13:科苑立交南
14:科苑北
15:深南科苑立交北
16:高科技中心
17:中兴通讯
18:创维大厦
19:大冲
20:白石洲(3)
21:世界之窗地铁公交接驳站
","1:世界之窗地铁公交接驳站
2:白石洲(3)
3:大冲
4:深南科苑立交北
5:科苑北
6:科苑北环立交
7:孙逸仙心血管医院
8:朗山路中
9:松坪村
10:茶光(1)
11:茶光(2)
12:西丽社区(1)
13:西丽法庭(1)
14:西丽医院
15:深职院西宿舍区
16:中兴人才公寓东
17:茶光路总站
",深圳高峰专线93公交车路线,深圳高峰专线93公交车路线(世界之窗地铁公交接驳站—茶光路总站),高峰专线
运行时间：深圳技师学院12:00-18:00 |大运地铁接驳站15:00-18:00,深圳市东部公共交通有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线90公交车路线(深圳技师学院—大运地铁公交接驳站),"1:深圳技师学院
2:龙岗中专
3:大运地铁公交接驳站
","1:大运地铁公交接驳站
2:龙岗中专
3:深圳技师学院
",深圳高峰专线90公交车路线,深圳高峰专线90公交车路线(大运地铁公交接驳站—深圳技师学院),高峰专线
运行时间：时尚创意城总站07:00-11:30 16:00-20:30 |民乐地铁公交接驳站07:00-11:30 15:50-20:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高峰专线91公交车路线(时尚创意城总站—民乐地铁公交接驳站),"1:时尚创意城总站
2:石龙仔路口
3:浪宁路口
4:浪宁路中
5:浪静路口
6:华荣综合市场
7:新百丽
8:高科工业园
9:惠科正门
10:部九窝
11:龙胜地铁站东
12:简上路口北
13:上芬小学
14:人民路口北
15:人民路口
16:南源新村
17:高级中学北校区
18:深圳北站东广场
19:白石龙幼儿园
20:白石龙地铁站
21:民乐地铁公交接驳站
","1:民乐地铁公交接驳站
2:白石龙地铁站
3:白石龙幼儿园
4:深圳北站东广场
5:高级中学北校区
6:南源新村
7:人民路口
8:人民路口北
9:上芬小学
10:简上路口北
11:龙胜地铁站东
12:部九窝
13:惠科正门
14:高科工业园
15:新百丽
16:华荣综合市场
17:浪静路口
18:浪宁路中
19:浪宁路口
20:石龙仔路口
21:时尚创意城总站
",深圳高峰专线91公交车路线,深圳高峰专线91公交车路线(民乐地铁公交接驳站—时尚创意城总站),高峰专线
运行时间：旗峰科技园07:15-19:35 |丹竹头地铁站07:35-19:55,深圳市东部公共交通有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线89公交车路线(旗峰科技园—丹竹头地铁站),"1:旗峰科技园
2:白坭坑
3:丹平人行天桥
4:丹竹头社区
5:丹竹头地铁站
","1:丹竹头地铁站
2:丹平社区
3:丹平人行天桥
4:旗峰科技园
",深圳高峰专线89公交车路线,深圳高峰专线89公交车路线(丹竹头地铁站—旗峰科技园),高峰专线
运行时间：龙华文化广场临时公交场站07:00-09:00 18:00-20:00 |宝能科技园07:30-08:30 17:30-21:00,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线86公交车路线(龙华文化广场临时公交场站—宝能科技园),"1:龙华文化广场临时公交场站
2:清湖地铁站
3:龙华区办事大厅
4:清湖老村
5:富士康北门
6:清吉路口
7:龙华书刊大厦
8:宝能科技园
","1:宝能科技园
2:龙华书刊大厦
3:清吉路口
4:富士康北门
5:清湖老村
6:龙华区办事大厅
7:清湖地铁站
8:龙华文化广场临时公交场站
",深圳高峰专线86公交车路线,深圳高峰专线86公交车路线(宝能科技园—龙华文化广场临时公交场站),高峰专线
运行时间：景芬路口--火车站07:30-09:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2.5元,深圳高峰专线73公交车路线(景芬路口—火车站),"1:景芬路口
2:布吉慢城
3:来座山
4:尚峰花园
5:国际名城
6:石芽岭公园
7:布龙立交
8:木棉湾地铁站(1)
9:荣超花园(3)
10:螺岭
11:罗湖区委
12:湖贝地铁站
13:金城大厦(2)
14:阳光酒店
15:罗湖小学
16:人民南地铁站
17:火车站
",,深圳高峰专线73公交车路线,,高峰专线
运行时间：桃源村总站-深大北门②07:30-08:40,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线69公交车路线(桃源村总站—深大北门(2)),"1:桃源村总站
2:桃源村
3:鼎胜山邻
4:新屋村
5:龙辉花园(1)
6:珠光村(1)
7:宝珠花园
8:茶光(1)
9:松坪山
10:英伦名苑
11:大冲
12:科技园(2)
13:深大北门(2)
",,深圳高峰专线69公交车路线,,高峰专线
运行时间：观澜锦绣观园公交总站06:20-21:30 |壹城中心花园公交总站07:20-21:15 22:00 22:40,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴2.5元,深圳高峰专线80公交车路线(锦绣观园公交总站—壹城中心花园公交总站),"1:锦绣观园公交总站
2:锦绣观园
3:茜坑老围
4:格兰云天酒店
5:文澜苑
6:有轨电车文澜站
7:富士施乐
8:龙华花半里
9:龙华区办事大厅
10:国鸿大厦
11:清湖和平路口
12:清湖地铁站
13:新宝城酒店
14:大润发
15:金侨花园
16:东环一路中
17:集瑞二区
18:壹城中心花园公交总站
","1:壹城中心花园公交总站
2:风和日丽北
3:龙泉酒店
4:电信大厦
5:华侨苑
6:金侨花园
7:山咀头
8:大润发
9:新宝城酒店
10:清湖地铁站
11:清湖和平路口
12:国鸿大厦
13:龙华区办事大厅
14:龙华花半里
15:有轨电车文澜站
16:文澜苑
17:格兰云天酒店
18:茜坑老围
19:锦绣观园公交总站
",深圳高峰专线80公交车路线,深圳高峰专线80公交车路线(壹城中心花园公交总站—锦绣观园公交总站),高峰专线
运行时间：清湖总站07:00-08:00 |会展中心17:30-18:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴5元,深圳高峰专线71公交车路线(清湖总站—会展中心),"1:清湖总站
2:华为总部
3:华电
4:华为软件中心
5:五和路口
6:五和地铁站
7:四季花城(1)
8:星光之约(1)
9:滢水山庄(1)
10:新彩隧道口
11:中级法院
12:武警支队
13:彩福大厦
14:会展中心
","1:会展中心
2:彩福大厦
3:武警支队
4:中级法院
5:新彩隧道口
6:滢水山庄(1)
7:星光之约(1)
8:四季花城
9:五和地铁站
10:五和路口
11:华为软件中心
12:稼先路口
13:华为总部
14:华为高速路口
15:清湖总站
",深圳高峰专线71公交车路线,深圳高峰专线71公交车路线(会展中心—清湖总站),高峰专线
运行时间：万国食品城总站06:00 06:15 06:55 07:15 17:45 17:55 18:15 |深圳东站东广场06:50 07:10 07:50 08:10 18:40 18:50 19:10,深圳市东部公共交通有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线79公交车路线(万国食品城总站—深圳东站东广场),"1:万国食品城总站
2:左右家私
3:宝福珠宝园(2)
4:182设计园
5:恒特美科技园
6:甘坑新村
7:甘坑客家小镇
8:秀峰工业区
9:秀峰路口
10:丽湖花园
11:上水径
12:下水径
13:大坡头村
14:布吉中学
15:龙岗区第二人民医院
16:布吉街
17:深圳东站东广场
","1:深圳东站东广场
2:布吉街
3:龙岗区第二人民医院
4:布吉中学
5:大坡头村
6:下水径
7:上水径
8:丽湖花园
9:秀峰路口
10:秀峰工业区
11:甘坑客家小镇
12:甘坑新村
13:恒特美科技园
14:上李朗第二工业区
15:左右家私
16:万国食品城总站
",深圳高峰专线79公交车路线,深圳高峰专线79公交车路线(深圳东站东广场—万国食品城总站),高峰专线
运行时间：西乡大铲湾总站07:10-08:10 |科技园总站18:00-19:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高峰专线72公交车路线(西乡大铲湾总站—科技园公交总站),"1:西乡大铲湾总站
2:金港大道(2)
3:富通城二期
4:圣淘沙
5:西乡盐田大门
6:西乡盐田
7:同仁妇科医院
8:西乡步行街
9:河东
10:群贤花园
11:宝安体育馆东
12:金成名苑
13:西城上筑
14:甲岸路口
15:中商花园
16:宝安实验学校
17:方鼎华庭
18:北环科苑天桥
19:海能达大厦
20:科苑立交南
21:科苑北
22:深南科苑立交北
23:高科技中心
24:中兴通讯
25:科技园公交总站
","1:科技园公交总站
2:中兴通讯
3:高科技中心
4:深南科苑立交北
5:科苑北
6:海能达大厦
7:北环科苑天桥
8:方鼎华庭
9:中南花园
10:中商花园
11:甲岸路口
12:西城上筑
13:金成名苑
14:宝安体育馆东
15:群贤花园
16:河东
17:西乡步行街
18:西乡盐田大门
19:圣淘沙
20:富通城二期
21:西乡大铲湾码头
22:金港大道(1)
23:西乡大铲湾总站
",深圳高峰专线72公交车路线,深圳高峰专线72公交车路线(科技园公交总站—西乡大铲湾总站),高峰专线
运行时间：大浪部九窝07:10 07:40 |深圳北站18:10 18:40,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线76公交车路线(部九窝—深圳北站),"1:部九窝
2:简上社区公园
3:简上村
4:龙塘新村西
5:深圳北站交通枢纽公交场站
","1:深圳北站交通枢纽公交场站
2:龙塘新村西
3:简上村
4:简上社区公园
5:部九窝
",深圳高峰专线76公交车路线,深圳高峰专线76公交车路线(深圳北站—部九窝),高峰专线
运行时间：石岩外环路公交场站06:40-07:40 |福田交通枢纽17:30-19:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴5元,深圳高快巴士70公交车路线(石岩外环路公交场站—福田交通枢纽),"1:石岩外环路公交场站
2:新百丽
3:鹏城变电站
4:嘉义源科技园
5:大浪新围新村
6:新围社区公园
7:大船坑
8:水围新村
9:大浪街道办
10:万盛百货
11:英泰工业区
12:墩背社区
13:新城市花园
14:狮头岭村委
15:弓村
16:山咀头
17:龙华地铁站
18:龙胜地铁站
19:龙军花园
20:香蜜红荔立交
21:天安数码城
22:下沙(1)
23:福田交通枢纽
","1:福田交通枢纽
2:竹子林(1)
3:下沙(2)
4:上沙
5:天安数码城
6:香蜜红荔立交
7:龙胜地铁站
8:龙华地铁站
9:弓村
10:狮头岭村委
11:新城市花园
12:墩背社区
13:英泰工业区
14:万盛百货
15:大浪街道办
16:水围新村
17:大船坑
18:新围社区公园
19:大浪新围新村
20:嘉义源科技园
21:鹏城变电站
22:新百丽
23:石岩外环路公交场站
",深圳高快巴士70公交车路线,深圳高快巴士70公交车路线(福田交通枢纽—石岩外环路公交场站),高峰专线
运行时间：时尚创意城总站06:25-07:40 10:30-11:30 16:20-18:20 |上海宾馆西08:30-09:30 12:00-13:00 18:05-20:10,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高峰专线38公交车路线(时尚创意城总站—上海宾馆西),"1:时尚创意城总站
2:石凹路中
3:华荣综合市场
4:华荣工业区
5:大浪行政中心
6:德泰科技园
7:大浪商业中心东
8:华科街
9:三合华侨新村
10:福瑞尔工业园
11:龙华村
12:龙华交管所
13:赤岭头村
14:龙胜地铁站
15:简上路口北
16:上芬小学
17:人民路口
18:水榭春天
19:南源新村
20:龙华绿廊公园
21:深圳北站东广场
22:龙悦居
23:枫丹雅苑
24:景田沃尔玛
25:龙塘
","26:鲁班大厦
27:华强职校
28:投资大厦
29:岗厦北地铁站(1)
30:华富路(1)
31:上海宾馆西
",深圳高峰专线38公交车路线,深圳高峰专线38公交车路线(上海宾馆西—时尚创意城总站),高峰专线
运行时间：坂田风门坳总站07:00-08:00 16:40-17:30 |华富路08:30-09:10 18:00-19:30,深圳市东部公共交通有限公司,最后更新：2018-12-14,票价信息：冷巴4元,深圳高快巴士39公交车路线(坂田风门坳总站—华富路(2)),"1:坂田风门坳总站
2:岗头市场
3:华为基地
4:华为单身公寓北
5:万科城
6:中海日辉台
7:坂田东村
8:金洲嘉丽园
9:坂田地铁站
10:宏扬学校
11:华富路(2)
","1:华富路(2)
2:宏扬学校
3:坂田地铁站
4:扬马市场
5:金洲嘉丽园
6:坂田东村
7:中海日辉台
8:万科城
9:华为单身公寓北
10:华为基地
11:岗头市场
12:坂田风门坳总站
",深圳高快巴士39公交车路线,深圳高快巴士39公交车路线(华富路(2)—坂田风门坳总站),高峰专线
运行时间：大鹏站06:40-08:40 16:30-18:30 |留医部②07:55-09:55 17:45-19:45,深圳市东部公共交通有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程10元,深圳高峰专线50公交车路线(大鹏中心—留医部(2)),"1:大鹏中心(1)
2:葵涌中心
3:葵涌中学
4:莲塘
5:罗湖体育馆
6:留医部(2)
","1:留医部(2)
2:罗湖体育馆
3:莲塘
4:葵涌中学
5:葵涌中心
6:大鹏中心(1)
",深圳高峰专线50公交车路线,深圳高峰专线50公交车路线(留医部(2)—大鹏中心),高峰专线
运行时间：南头总站07:20-18:20 |福田高铁站07:30-18:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线62公交车路线(南头总站—福田高铁站),"1:南头总站
2:南山汽车站
3:南山公安分局
4:中山公园东门
5:南山农批市场
6:同乐学校
7:同乐村
8:TCL国际E城
9:第二高级中学
10:茶光路中
11:茶光石鼓路口
12:文光村
13:龙辉花园(2)
14:新屋村
15:鼎胜山邻
16:桃源村
17:桃源村东
18:沙河建工村
19:华侨城医院
20:警校
21:深圳人才园(2)
22:竹子林(1)
23:深航大厦
24:招商银行大厦(1)
25:深南香蜜立交
","26:香蜜湖(1)
27:特区报社(1)
28:投资大厦
29:福田高铁站
",深圳高峰专线62公交车路线,深圳高峰专线62公交车路线(福田高铁站—南头总站),高峰专线
运行时间：金侨花园--富士康南二门07:00--21:00,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线46公交车路线(金侨花园—富士康南二门),"1:金侨花园
2:弓村
3:弓村北门
4:美丽365花园
5:龙华环保所
6:龙华文化广场
7:共和新村
8:瓦窑排
9:龙华富士康
10:富士康南二门
","1:富士康南二门
2:龙华富士康
3:瓦窑排
4:共和新村
5:龙华文化广场
6:龙华环保所
7:美丽365花园
8:弓村北门
9:弓村
10:金侨花园
",深圳高峰专线46公交车路线,深圳高峰专线46公交车路线(富士康南二门—金侨花园),高峰专线
运行时间：坪山火车站06:40 06:50 17:40 17:50 |横岗地铁站07:40 07:50 18:40 18:50,深圳市东部公共交通有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线64公交车路线(坪山火车站—横岗地铁站),"1:坪山火车站
2:坪山火车站南广场
3:站前路东
4:大工业区体育中心
5:坪山区委区政府
6:市规土委坪山局
7:六联酒店
8:飞东村
9:坪山电子城
10:坪山建设银行
11:东方威尼斯
12:深业东城上邸
13:坪山城市候机楼
14:深业东城国际
15:横坪沙湖路口
16:赤子香路口
17:马峦山郊野公园
18:永湖地铁站
19:独竹
20:横岗地铁站
","1:横岗地铁站
2:独竹
3:永湖地铁站
4:马峦山郊野公园
5:赤子香路口
6:横坪沙湖路口
7:深业东城国际
8:坪山城市候机楼
9:深业东城上邸
10:东方威尼斯
11:坪山建设银行
12:坪山电子城
13:飞东村
14:六联酒店
15:市规土委坪山局
16:坪山区委区政府
17:大工业区体育中心
18:站前路东
19:坪山火车站南广场
20:坪山火车站
",深圳高峰专线64公交车路线,深圳高峰专线64公交车路线(横岗地铁站—坪山火车站),高峰专线
运行时间：大梅沙闻檀道场站07:10-08:10 |福田高铁站17:40-18:40,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程7元,深圳高峰专线58公交车路线(大梅沙闻檀道场站—福田高铁站),"1:大梅沙闻檀道场站
2:中兴通讯学院
3:梅沙街道办
4:大梅沙
5:梅沙医院
6:畔山花园
7:聚宝路口
8:罗湖体育馆
9:黄贝岭
10:黄贝岭地铁站(2)
11:冶金大厦
12:春风万佳(2)
13:上步中学(2)
14:福滨新村(1)
15:联合广场
16:会展中心南
17:益田中路
18:信息枢纽大厦
19:福田高铁站
","1:福田高铁站
2:信息枢纽大厦
3:益田中路
4:会展中心南
5:福滨新村(1)
6:上步中学(2)
7:春风万佳(2)
8:冶金大厦
9:黄贝岭地铁站(2)
10:黄贝岭
11:罗湖体育馆
12:聚宝路口
13:畔山花园
14:梅沙医院
15:万科中心
16:大梅沙闻檀道场站
",深圳高峰专线58公交车路线,深圳高峰专线58公交车路线(福田高铁站—大梅沙闻檀道场站),高峰专线
运行时间：冠铭花园总站07:00-08:30 |上海宾馆西17:30-19:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线49公交车路线(冠铭花园总站—上海宾馆西),"1:冠铭花园总站
2:龙辉花园(1)
3:新屋村
4:桃源村地铁站
5:深航大厦
6:深南香蜜立交
7:投资大厦
8:海关综合大楼
9:上海宾馆西
","1:上海宾馆西
2:海关综合大楼
3:广电大厦
4:深南香蜜立交
5:深航大厦
6:桃源村地铁站
7:新屋村
8:龙辉花园(1)
9:冠铭花园总站
",深圳高峰专线49公交车路线,深圳高峰专线49公交车路线(上海宾馆西—冠铭花园总站),高峰专线
运行时间：坂田象角塘总站06:30-20:00 |华富路始发站08:00-21:20,深圳市东部公共交通有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线37公交车路线(坂田象角塘总站—华富路始发站),"1:坂田象角塘总站
2:亚洲工业区
3:金荣达工业园
4:岗头市场南
5:坂田华城百货
6:华为基地
7:华为单身公寓北
8:万科城实验学校
9:万科城
10:中海日辉台
11:坂田路口西
12:坂田市场
13:五和中路
14:五和地铁站
15:四季花城(1)
16:坂田民营市场
17:光雅园路口
18:南坑村
19:星光之约(2)
20:星河WORLD
21:万家灯火
22:滢水山庄(1)
23:民乐地铁站(2)
24:梅龙天桥
25:长城开发
","26:笔架山公园
27:市二医院(2)
28:海外装饰大厦(2)
29:华富路始发站
",深圳高峰专线37公交车路线,深圳高峰专线37公交车路线(华富路始发站—坂田象角塘总站),高峰专线
运行时间：松岗汽车站05:30-20:00 |文锦渡客运站08:00-22:00,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴10元,深圳高快巴士36公交车路线(松岗汽车站—文锦渡汽车站),"1:松岗汽车站
2:公明汽车站(1)
3:研祥北门
4:光明大道换乘站
5:华星光电
6:北环科苑天桥
7:世界之窗(2)
8:下沙(2)
9:会展中心南
10:滨河华强天桥
11:罗湖医院
12:文锦渡汽车站
","1:文锦渡汽车站
2:罗湖医院
3:滨河华强天桥
4:会展中心南
5:下沙(2)
6:世界之窗(2)
7:北环科苑天桥
8:华星光电
9:光明大道换乘站
10:研祥北门
11:公明汽车站
12:松岗汽车站
",深圳高快巴士36公交车路线,深圳高快巴士36公交车路线(文锦渡汽车站—松岗汽车站),高峰专线
运行时间：壹城中心花园公交总站-科技园公交总站 07:00 07:15 07:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴2.5元,深圳高快巴士32公交车路线(壹城中心花园公交总站—科技园公交总站),"1:壹城中心花园公交总站
2:风和日丽北
3:丰润居委会
4:银泉花园
5:锦绣江南西
6:松仔园
7:腾龙路口
8:北环铜鼓天桥
9:朗山路中
10:孙逸仙心血管医院
11:科苑北环立交(2)
12:科苑立交南
13:科苑北
14:深南科苑立交北
15:高科技中心
16:白石科苑路口
17:高新公寓
18:科技园公交总站
",,深圳高快巴士32公交车路线,,高峰专线
运行时间：楼村公交总站06:00 07:30 17:00 18:30 |月亮湾填海区公交总站07:40 09:10 18:40 20:10,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴10元,深圳高快巴士33公交车路线(楼村公交总站—月亮湾填海区公交总站),"1:楼村公交总站
2:中大附七换乘站
3:光明中心站
4:光明大道换乘站
5:华星光电
6:明湖公园
7:兴东地铁站
8:创业天虹商场
9:月亮湾填海区公交总站
","1:月亮湾填海区公交总站
2:创业天虹商场
3:兴东地铁站
4:塘尾羽毛球馆
5:华星光电
6:光明大道换乘站
7:光明中心站
8:中大附七换乘站
9:楼村公交总站
",深圳高快巴士33公交车路线,深圳高快巴士33公交车路线(月亮湾填海区公交总站—楼村公交总站),高峰专线
运行时间：长凤路总站06:30-08:30 15:00-17:00 |民田路公交总站08:30-10:30 17:30-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程10元,深圳高快巴士31公交车路线(长凤路总站—民田路公交总站),"1:长凤路总站
2:圳塘
3:东长光侨路口
4:东长同观路口
5:甲子塘村
6:甲子塘路口
7:田寮路口
8:田寮
9:玉律
10:石岩汽车站
11:万联商场
12:石岩街道办
13:官田村
14:宝燃油站
15:长城工业区
16:水田社区
17:东海花园
18:深航大厦
19:招商银行大厦(2)
20:深南香蜜立交
21:投资大厦
22:大中华国际广场
23:会展中心地铁站
24:卓越时代广场
25:购物公园地铁站
","26:民田路公交总站
",深圳高快巴士31公交车路线,深圳高快巴士31公交车路线(民田路公交总站—长凤路总站),高峰专线
运行时间：黄贝岭村总站07:00-09:00 17:30-19:30 |南岭花园总站07:00-09:00 17:30-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线32公交车路线(黄贝岭村总站—南岭花园总站),"1:黄贝岭村总站
2:黄贝岭地铁站(1)
3:冶金大厦
4:罗湖区委
5:螺岭
6:田贝(1)
7:洪湖公园(2)
8:荣超花园(4)
9:龙珠花园
10:木棉湾地铁站(2)
11:大芬油画村
12:南岭花园总站
","1:南岭花园总站
2:大芬油画村
3:木棉湾地铁站(2)
4:龙珠花园(3)
5:荣超花园(3)
6:洪湖公园(2)
7:田贝(1)
8:螺岭
9:罗湖区委
10:冶金大厦
11:黄贝岭地铁站(1)
12:黄贝岭村总站
",深圳高峰专线32公交车路线,深圳高峰专线32公交车路线(南岭花园总站—黄贝岭村总站),高峰专线
运行时间：楼村公交总站06:20 06:50 |沙河东公交总站17:40 18:10,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴10元,深圳高快巴士35公交车路线(楼村公交总站—沙河东公交总站),"1:楼村公交总站
2:中大附七换乘站
3:光明中心站
4:光明大道换乘站
5:光明会展中心
6:华强创意产业园
7:光明城站
8:玉律
9:红星居委会
10:石岩湖度假村
11:台湾工业区
12:创维天桥
13:西丽法庭(1)
14:世界之窗(2)
15:沙河东公交总站
","1:沙河东公交总站
2:世界之窗(2)
3:西丽法庭(1)
4:创维天桥
5:台湾工业区
6:石岩湖度假村
7:红星居委会
8:玉律
9:光明城站
10:华强创意产业园
11:光明会展中心
12:光明大道换乘站
13:光明中心站
14:中大附七换乘站
15:楼村公交总站
",深圳高快巴士35公交车路线,深圳高快巴士35公交车路线(沙河东公交总站—楼村公交总站),高峰专线
运行时间：坂田雪象村总站06:30-07:30 |科技园公交总站17:30-18:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程9元,深圳高快巴士34公交车路线(坂田雪象村总站—科技园公交总站),"1:坂田雪象村总站
2:雪象新村
3:宝岗派出所
4:象角塘西
5:万科城实验学校
6:万科城
7:中海日辉台
8:坂田路口西
9:坂田市场
10:里石排
11:利金城工业园
12:水斗新村
13:上油松村
14:牛栏前市场
15:万众城
16:牛栏前
17:沙吓
18:东边(1)
19:沙元埔
20:横岭二区
21:横岭
22:惠鑫公寓(1)
23:民乐地铁站(3)
24:广中医深圳医院
25:北环香梅北天桥
","26:高发科技园
27:北环铜鼓天桥
28:清华信息港
29:科苑立交南
30:科苑北
31:科发路
32:深南科技立交北
33:创维大厦
34:中兴通讯
35:深港产学研基地
36:白石科苑路口
37:高新公寓
38:科技园公交总站
",深圳高快巴士34公交车路线,深圳高快巴士34公交车路线(科技园公交总站—坂田雪象村总站),高峰专线
运行时间：光明圳美总站06:30-11:00 15:00-19:30 |前海航海路总站07:00-11:30 15:30-20:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程10元,深圳高快巴士30公交车路线(光明圳美总站—前海航海路总站),"1:光明圳美总站
2:第二职业技术学校
3:碧眼社康
4:光明中心站
5:光明社保分局
6:楼村一工业区
7:宏发上域
8:雍景城西
9:光明图书馆西
10:光明人民医院(2)
11:将石
12:东坑
13:公明塘尾
14:塘尾羽毛球馆
15:直升机场
16:研祥科技大厦
17:深圳大学
18:市六医院东
19:南航公司
20:南山派出所
21:中油大厦
22:城市山林西
23:太子山庄
24:青青世界
25:南山花园
","26:前海兴海路口
27:信利康大厦
28:前海航海路总站
",深圳高快巴士30公交车路线,深圳高快巴士30公交车路线(前海航海路总站—光明圳美总站),高峰专线
运行时间：凤凰总站06:50-08:00 17:15-18:15 |银湖汽车站总站07:30-08:30 17:30-18:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程8元,深圳高快巴士29公交车路线(凤凰总站—银湖汽车站总站),"1:凤凰总站
2:301总站
3:福永汽车站
4:宝安交警大队
5:翠湖花园
6:黄田
7:钟屋
8:宝安桃源居西
9:固戍村
10:西成工业区
11:宝安农批市场
12:宝安客运中心南
13:直升机场
14:北环香梅北天桥
15:深圳石油大厦
16:广中医深圳医院
17:彩田村北
18:笔架山水厂
19:市救助站
20:银湖汽车站总站
","1:银湖汽车站总站
2:市救助站
3:笔架山水厂
4:华茂苑
5:广中医深圳医院
6:北环香梅北天桥
7:直升机场
8:宝安客运中心南
9:宝安农批市场
10:西成工业区
11:固戍村
12:宝安桃源居西
13:钟屋
14:黄田
15:翠湖花园
16:宝安交警大队
17:福永汽车站
18:301总站
19:凤凰总站
",深圳高快巴士29公交车路线,深圳高快巴士29公交车路线(银湖汽车站总站—凤凰总站),高峰专线
