lines,line_num,name
 E14路 M254路 M284路 M333路 M341路 M387路 M413路 M415路 650路 652路 653路 780路 B937路 B942路,途经路线[14条],新桥万家百货
 E35路 M137路 M242路 M254路 331路 M332路 M333路 337路 362路 NM387路 M397路 M413路 M436路 M548路 615路 629路 650路 779路 B943路,途经路线[19条],新桥南环路口
 M296路 M327路 M440路 939路,途经路线[4条],散屋村
 M137路 M253路 M397路 615路 782路,途经路线[5条],新桥万丰工业区
 M552路,途经路线[1条],招行松岗支行
 M209路 M235路,途经路线[2条],摄影产业园
 M255路 M494路 M513路 M541路 B933路 B978路 B980路,途经路线[7条],御溪城
 M364路 M398路,途经路线[2条],彩田学校
 M542路 655路,途经路线[2条],广田水泉路口
 M291路 M333路 B774路 781路,途经路线[4条],幸福居
 高峰专线17 高快巴士26 107路 111路 M123路 M192路 M194路 M224路 320路 M329路 333路 371路 373路 M414路 M435路,途经路线[15条],市话大厦
 M228路 M289路 M309路 328路 M339路 M342路 M360路 M477路 M504路 M525路 M538路 M545路 M566路 M567路 M568路 M572路 620路 B792路,途经路线[18条],市边检站基地
 E18路 高快巴士28 71路 234路 235路 B613路,途经路线[6条],市民中心西
 N4路 高快巴士19 101路 M106路 M132路 223路,途经路线[6条],市民广场西
 N3路 高快巴士18 高快巴士25 326路 M435路,途经路线[5条],市民广场东
 70路 73路 107路 108路 326路 328路 M500路 B611路 B697路 B729路 B733路,途经路线[11条],市眼科医院
 2号线(蛇口线) 4号线(龙华线),途经路线[2条],市民中心
 N9路 高峰专线17 高快巴士18 高快巴士26 E28路 高快巴士28 34路 38路 60路 64路 M347路 371路 373路 M390路 398路 M454路 M459路 M500路,途经路线[18条],市民中心东
 5路 N6路 E8路 9路 高快巴士9 高峰专线13 N17路 23路 N25路 79路 85路 M105路 222路 336路,途经路线[14条],市检察院(2)
 N16路 E25路 M360路 385路 M463路,途经路线[5条],市检察院(3)
 4路 44路 362路 M389路 M390路 M454路 M499路 B820路 B957路,途经路线[9条],市文化创意园
 5路 E8路 23路 E25路 85路 M152路 303路 322路 333路 M360路 385路 M463路,途经路线[12条],市检察院(1)
 21路 M183路 M372路 B613路,途经路线[4条],市政大厦(1)
 N6路 7路 高峰专线11 高峰专线13 高快巴士29 M152路 201路 M203路 M207路 218路 222路 336路 M360路 M364路 393路 M460路,途经路线[16条],市救助站
 107路 108路 M109路 215路 316路 M555路,途经路线[6条],市政大厦(2)
 21路 107路 108路 M109路 M183路 215路 316路 M372路 M555路 B613路,途经路线[10条],市政大厦
 4路 8路 12路 N17路 75路 202路 M370路 M383路 393路 B622路,途经路线[10条],市总工会
 高快巴士16 E37路 E38路 44路 B689路,途经路线[5条],市委党校
 大梅沙假日专线2 23路 308路 363路 M364路 376路 M437路 B840路,途经路线[8条],市慢病防治中心
 N4路 12路 高快巴士20 23路 101路 103路 M106路 113路 M133路 204路 215路 223路 M383路 B622路,途经路线[14条],市委
 欧洲城假日专线 N4路 高快巴士30 58路 74路 79路 M182路 204路 M206路 M222路 M241路 M242路 331路 332路 337路 369路 M371路 M463路 M562路,途经路线[19条],市六医院东
 N4路 N27路 36路 58路 高峰专线122 122路 M182路 204路 M206路 223路 226路 M242路 331路 332路 M343路 M349路 M372路 M453路 M492路 M562路 B796路,途经路线[21条],市六医院
 73路 107路 108路 M312路 B611路 B697路,途经路线[6条],市儿童乐园
 高峰专线37 M112路 M122路 M192路 M201路 M202路 317路 323路 357路 365路 398路 M401路 M405路 M481路,途经路线[14条],市二医院(2)
 B983路,途经路线[1条],山海苑
 M248路 M542路 M552路 656路 B896路 B933路 B980路,途经路线[7条],山门居委会
 11路 12路 N12路 46路 58路 79路 102路 M109路 213路 216路 M454路 B622路,途经路线[12条],市二医院(1)
 B752路,途经路线[1条],山海湾
 B821路,途经路线[1条],山水居
 M466路,途经路线[1条],山塘工业区
 高峰专线104 M206路 M217路 M234路 M262路 316路 325路 326路 332路 M345路 M378路 M379路 392路 M395路 M516路 M560路 759路 866路,途经路线[18条],山城工业区
 M359路 B878路,途经路线[2条],山厦路口
 M257路 M310路 M335路 M355路 M472路 767路 789路 790路 B939路,途经路线[9条],山城商业街
 M154路,途经路线[1条],山厦村委
 高快巴士95 M154路 M172路 M228路 M264路 M269路 M270路 M283路 M302路 M361路 M573路 M574路 882路 977路 979路,途经路线[15条],山厦新村
 B741路,途经路线[1条],山一电子厂
 M154路 M573路 M574路,途经路线[3条],山厦总站
 假日专线7号线 M219路 M276路 M386路 802路 929路,途经路线[6条],尚景欣园
 M305路,途经路线[1条],尚荣科技
 M445路,途经路线[1条],新田村
 M269路 M286路 M288路 M361路 882路,途经路线[5条],新田市场
 211路,途经路线[1条],新田公园
 E4路 M226路 M243路 M267路 M269路 M286路 M288路 M302路 321路 332路 M354路 M361路 M392路 M408路,途经路线[14条],新田居委会
 211路,途经路线[1条],新田仓库
 M219路 M303路 B723路 929路,途经路线[4条],新生路口
 M307路 351路 B751路 802路 810路,途经路线[5条],新生派出所
 深惠1线 M139路 M239路 M275路 M279路 M280路 M308路 M316路 M396路 M432路 811路 862路,途经路线[12条],新生社区
 M307路 351路 B751路 802路 810路,途经路线[5条],新生村大门
 M307路 351路 B751路 802路 810路,途经路线[5条],新生小学
 M341路 M387路 NM387路 781路 B981路,途经路线[5条],新玉路德昌站
 M253路 M397路 653路 655路 781路 B981路,途经路线[6条],新玉路庄村公交总站
 M253路 M397路 653路 655路,途经路线[4条],新玉路口
 B651路 B918路,途经路线[2条],新澜公司
 龙华有轨电车1线,途经路线[1条],新澜
 B861路,途经路线[1条],新海洋工业园
 85路 205路 M290路 B843路,途经路线[4条],新港大厦
 B709路 B798路,途经路线[2条],新活力小区
 34路 73路 322路 M441路 M454路 M499路 M519路 B798路,途经路线[8条],新洲花园
 B798路,途经路线[1条],新洲市场
 26路 44路 71路 80路 103路 M172路 202路 303路 317路 322路 339路 M347路 M370路 377路 M433路 M453路 M500路 M511路 M519路 B685路 B689路,途经路线[21条],新洲村
 B689路,途经路线[1条],新洲三街
 B761路,途经路线[1条],新横社区
 B689路 B798路,途经路线[2条],新洲中学
 M237路 M253路 M341路 M387路 M413路 M415路 652路 653路 780路 781路 B937路 B942路,途经路线[12条],新沙桥头
 B761路,途经路线[1条],新横村工业区
 B762路 963路,途经路线[2条],新榕社康
 779路,途经路线[1条],新桥陂口
 B774路 B932路,途经路线[2条],新桥街道办
 M242路 M284路 M291路 331路 M332路 362路 M415路 M436路 M548路 629路,途经路线[10条],新桥第三工业区
 M242路 M332路 337路 M341路 362路 M436路 M548路 629路 779路 780路 781路,途经路线[11条],新桥派出所
 M288路 B652路,途经路线[2条],新村后门
 M333路 M341路 M387路 M442路 780路 781路,途经路线[6条],新桥汽配
 M291路 M333路 337路 M442路 B932路,途经路线[5条],新桥农贸市场
 881路 979路,途经路线[2条],新木老街
 M300路 M311路 322路 398路 M573路 882路 977路,途经路线[7条],新木盛低碳产业园
 881路 979路,途经路线[2条],新木村委
 881路 979路,途经路线[2条],新木电管站
 979路,途经路线[1条],新木小学
 M296路 M327路 M440路 939路,途经路线[4条],新曲村
 高峰专线144 316路 M516路 M551路 759路,途经路线[5条],新时代工业区
 N4路 70路 M105路 M106路 113路 M133路 204路 226路 331路 332路 M371路 M400路 M409路 M430路,途经路线[14条],新时代广场
 M275路 B751路 M316路,途经路线[3条],新恒生
 大鹏假日专线12 高峰专线71 M115路 高峰专线123 M223路 M262路 M347路 M459路 M488路,途经路线[9条],新彩隧道口
 M399路 B624路,途经路线[2条],新平村委
 M399路 B624路,途经路线[2条],新平总站
 M276路,途经路线[1条],新布村路口
 M230路,途经路线[1条],新布村
 M230路,途经路线[1条],新布工业区
 N8路 19路 高峰专线26 高峰专线49 高峰专线62 高峰专线69 72路 104路 M169路 201路 M203路 M234路 235路 326路 334路 M369路 M474路 B707路,途经路线[18条],新屋村
 M206路 M259路 M469路 613路 615路,途经路线[5条],新安职业所
 B652路 B918路,途经路线[2条],新岭工业区
 高峰专线80 M222路 M264路 M287路 M450路 M504路 M517路,途经路线[7条],新宝城酒店
 395路 613路,途经路线[2条],新安湖
 M522路 B904路,途经路线[2条],新安文体中心
 M182路 M206路 M313路 M376路 M377路 M378路 M379路 M382路 M385路 M393路 M395路 M522路 M560路 610路 613路 629路 B829路 866路 B904路,途经路线[19条],新安税务所
 M206路 M245路 M246路 M377路 M380路 M385路 M469路 M550路 605路 718路,途经路线[10条],新安影剧院
 M246路 M377路 M469路 M550路 704路 718路,途经路线[6条],新安客运站
 M461路,途经路线[1条],坂田文体中心
 E3路 高峰专线21 M300路 393路 M572路 621路 B655路,途经路线[7条],坂田手造文化街
 M139路,途经路线[1条],坂田国际中心总站
 M363路,途经路线[1条],坂田国际中心
 E7路 E8路 E22路 E27路 高快巴士39 M139路 高峰专线169 M233路 M300路 M301路 312路 321路 M379路 M385路 M395路 M398路 M415路 M447路 新西湖快线(K545)坂田线 M572路 B903路 B923路 982路,途经路线[23条],坂田地铁站
 高快巴士34 高峰专线37 M139路 M180路 M233路 M244路 M269路 M271路 M281路 M282路 M298路 M310路 312路 313路 317路 328路 333路 334路 339路 M346路 M374路 M379路 M383路 391路 M408路 M421路 M448路 M505路 M547路 M567路 B792路 982路,途经路线[32条],坂田市场
 高快巴士34 高峰专线37 M228路 M272路 M281路 M282路 313路 317路 321路 328路 334路 M346路 M383路 M461路 M567路 620路 B792路 B923路 982路,途经路线[19条],坂田华城百货
 E7路 高峰专线169 M301路 M385路 M395路 M398路 M415路 M447路,途经路线[8条],坂田医院
 E8路 E27路 高快巴士34 M221路 M267路 M272路 M281路 M298路 M309路 334路 M346路 M383路 M461路 M491路 M525路 M538路 M543路 M545路 M572路 624路 B923路,途经路线[21条],坂田交警中队
 M342路 M360路 M461路 M488路 M491路 M566路 620路 982路,途经路线[8条],坂兴路口
 E8路 高快巴士39 M221路 321路 M448路 M461路 M481路 M568路 B903路 B923路 982路,途经路线[11条],坂田东村
 5号线(环中线),途经路线[1条],坂田
 M383路 624路,途经路线[2条],坂田中浩园东苑总站
 M219路 M308路 M316路 B671路 978路,途经路线[5条],吉祥三路口
 M529路 B659路 B947路,途经路线[3条],博艺幼儿园
 8路 高快巴士9 高峰专线13 323路 336路 M389路,途经路线[6条],友谊医院
 M238路,途经路线[1条],博华学校
 高峰专线113 B663路 720路 B960路,途经路线[4条],华强创意园首末站
 高峰专线26 M197路 M245路 M259路 M313路 M393路 M469路,途经路线[7条],南航明珠花园北门
 M315路 M431路 M452路,途经路线[3条],博凯
 M264路 312路 M338路 M354路 M543路 B916路,途经路线[6条],博文学校
 N27路 B737路 B817路,途经路线[3条],半岛花园北
 高峰专线18 高快巴士26 M154路 M203路 M224路 M272路 M281路 M309路 321路 M403路 M408路 新西湖快线(K545)坂田线 M547路 B741路 B810路,途经路线[15条],半岛苑
 高峰专线7 N24路 37路 72路 M371路 M519路,途经路线[6条],半岛花园
 M348路 M444路 M465路 B925路 B982路,途经路线[5条],半山溪
 M444路 M465路,途经路线[2条],半山半海公交总站
 41路 58路 67路 201路 M203路 235路 334路 M358路 M364路,途经路线[9条],北环香蜜立交西
 高峰专线150 M240路 316路 M358路 M364路 M526路 B707路,途经路线[7条],北环龙井天桥
 41路 44路 58路 67路 201路 M203路 235路 334路 M358路 M364路 M398路,途经路线[11条],北环香蜜立交
 高峰专线11 高快巴士29 高快巴士34 41路 44路 58路 67路 201路 M203路 M222路 235路 M240路 334路 M358路 M364路 M398路 M460路 M526路 2号线(蛇口线),途经路线[19条],北环香梅北天桥
 E9路 高快巴士32 高快巴士34 49路 高峰专线92 高峰专线120 M240路 M249路 316路 325路 M364路,途经路线[11条],北环铜鼓天桥
 高快巴士36 高峰专线72 101路 高峰专线102 201路 M209路 226路 M240路 M249路 M313路 M355路 M364路 M526路 M528路 M531路,途经路线[15条],北环科苑天桥
 M240路 M358路 M364路 B707路,途经路线[4条],北环桃源天桥
 M552路,途经路线[1条],北方永发科技
 高峰专线19 高峰专线92 M203路 M358路 M398路,途经路线[5条],北环新洲立交
 B675路 935路,途经路线[2条],北方国际
 高峰专线11 M203路 M240路 M358路 M364路 M398路 4号线(龙华线),途经路线[7条],北环中学
 M235路 M376路 B803路,途经路线[3条],北方公司
 B835路,途经路线[1条],北方俊亿工业园
 小梅沙假日专线2 14路,途经路线[2条],北斗小学
 2路 5路 14路,途经路线[3条],北斗总站
 M468路,途经路线[1条],北斗人行天桥
 720路,途经路线[1条],北岗
 高峰专线7 N24路 37路 72路 229路 M299路 M371路 M430路 M519路 M528路 B605路,途经路线[11条],北师大附小
 M206路 M299路 M398路 M409路 M418路 M430路 M474路 M506路 M507路 M528路,途经路线[10条],北师大附中
 68路 85路 205路 M290路 M314路 M348路 358路 M465路 B626路 B843路,途经路线[10条],北山路口
 B901路,途经路线[1条],北山牛场
 85路 B701路 B843路,途经路线[3条],北山工业区
 M169路 M369路 B736路,途经路线[3条],北大园区
 M206路 M217路 M233路 M234路 325路 M335路 392路 M442路 769路,途经路线[9条],北大方正
 71路 M109路 M192路 323路 365路 M391路 M392路,途经路线[7条],北大医院(1)
 B867路,途经路线[1条],北亭实验学校
 11路 12路 14路 46路 58路 79路 104路 M169路 M192路 213路 M369路,途经路线[11条],北大医院
 高峰专线102 高峰专线131 高峰专线138 M197路 M245路 M250路 M313路 M349路 M370路 M371路 M393路 395路 M425路 M518路 M560路 606路 615路 629路,途经路线[18条],公园路西一巷
 8路 高峰专线24 M152路,途经路线[3条],八卦路
 8路 高快巴士9 高峰专线13 M152路 323路 336路 M389路,途经路线[7条],八卦岭社康中心
 7号线(西丽线),途经路线[1条],八卦岭
 323路,途经路线[1条],八卦五街
 M249路,途经路线[1条],钟屋新村
 M331路,途经路线[1条],重庆福园一路口
 M356路,途经路线[1条],证通电子产业园
 高快巴士29 M137路 M242路 M246路 331路 M335路 337路 M350路 362路 M371路 M378路 M395路 M413路 M435路 M526路 M527路 M531路 629路 727路 790路 866路,途经路线[21条],钟屋
 高快巴士16 81路 M459路,途经路线[3条],致远南路
 高峰专线171 M287路 B768路,途经路线[3条],观澜大富工业区
 M537路,途经路线[1条],西头村
 M291路 655路,途经路线[2条],致高路口
 E4路 M202路 M212路 M289路 M517路,途经路线[5条],致君
 B825路,途经路线[1条],自来水公司
 深惠3A线 N28路 M303路 M304路 M306路 M322路 M357路 M458路,途经路线[8条],肿瘤医院
 11路 21路 B689路,途经路线[3条],紫薇阁
 高峰专线76 M115路 M537路 612路,途经路线[4条],简上社区公园
 M319路 M502路 B723路,途经路线[3条],紫麟山
 M220路 M277路 M278路 M280路 M315路 358路 M386路 M396路 M546路 802路 811路 862路,途经路线[12条],紫薇步行街
 假日专线7号线 E25路 E27路 M139路 M219路 M230路 M276路 M306路 M307路 351路 358路 M361路 365路 M447路 810路 818大站快线 818路,途经路线[17条],紫薇花园
 M479路 M575路 964路,途经路线[3条],竹园村
 M564路,途经路线[1条],竹坑黄泥园
 深莞2线 旅游9号线 E31路 M152路 M225路 M243路 M263路 M264路 M269路 312路 332路 M338路 M354路 M361路 M392路 M408路 M424路 M543路 882路 B916路,途经路线[20条],竹村
 N4路 N6路 21路 26路 高峰专线62 70路 高快巴士70 101路 M109路 113路 高峰专线119 M123路 204路 222路 223路 234路 M414路 M488路 B697路,途经路线[19条],竹子林(1)
 M294路 M422路 941路 B951路,途经路线[4条],竹坑村委
 深惠3海滨支线 M295路 M296路 M440路 M497路 941路,途经路线[6条],竹坑第一工业区
 M479路 M575路 964路,途经路线[3条],竹园村南区
 旅游5号线 M137路 M183路 M191路 320路 338路 365路 M372路 373路 M391路 M392路 M413路 M433路 M435路 M447路 M448路 1号线(罗宝线),途经路线[17条],竹子林(2)
 B885路,途经路线[1条],秀新飞达桥
 大鹏假日专线8 333路 351路 M407路,途经路线[4条],竹园宾馆(1)
 70路 73路 107路 108路 M312路 326路 328路 M500路 B611路,途经路线[9条],竹园小学
 高快巴士6 高峰专线171 M225路 M285路 M287路 M449路 M544路 M557路,途经路线[8条],章阁市场
 N6路 8路 9路 58路 61路 85路 M105路 M123路 M194路 222路 381路 385路 M463路 M509路,途经路线[14条],章輋村
 3路 N3路 大鹏假日专线8 64路 103路 113路 202路 M207路 211路 306路 333路 351路 M399路 M407路 M508路,途经路线[15条],竹园宾馆
 3路 N3路 64路 103路 113路 202路 M207路 211路 306路 M399路 M508路,途经路线[11条],竹园宾馆(2)
 高峰专线64 M293路 M325路 M426路 M427路 M440路 M497路 963路,途经路线[8条],站前路东
 M516路 M551路 789路 B935路,途经路线[4条],祝龙腾工业区
 M279路,途经路线[1条],知己集团
 43路 49路 326路 M488路,途经路线[4条],珠光村(2)
 N8路 19路 高峰专线69 104路 201路 235路,途经路线[6条],珠光村
 N8路 19路 43路 49路,途经路线[4条],珠光北路
 高快巴士29 高快巴士30 74路 122路 高峰专线165 M313路 M528路 M539路,途经路线[8条],直升机场
 M221路 M300路 333路 M374路 M385路 M481路 M505路 M568路 M572路,途经路线[9条],珠江旭景佳园
 深惠2线 E33路 E34路 M277路 M278路 M279路 M296路 M357路 M361路 365路 366路 M368路 M434路 M443路 M447路 M480路 M546路 802路 B811路 818路 B952路 964路 978路,途经路线[23条],珠洋坑
 B707路,途经路线[1条],珠光创新科技园
 M494路 B940路,途经路线[2条],燕罗众福路口
 B840路,途经路线[1条],清水河一路
 M466路 M570路,途经路线[2条],湛宝文化
 7号线(西丽线),途经路线[1条],珠光
 M366路 B662路,途经路线[2条],漳沅金属厂
 M122路 M193路 M301路 M395路 M415路,途经路线[5条],牛栏前学校
 M457路,途经路线[1条],海洋生物产业园
 B740路,途经路线[1条],正兴手袋厂
 M227路 977路,途经路线[2条],洲腾工业园
 B966路,途经路线[1条],正兆景嘉园
 17路 52路 M172路 M437路 M445路,途经路线[5条],水库新村(2)
 M266路 M324路,途经路线[2条],正大时代华庭
 M253路 B776路,途经路线[2条],泽台电子
 M112路 M122路 M193路 M342路 M374路,途经路线[5条],民治天虹
 M494路,途经路线[1条],正大安工业城
 M137路 M332路 M395路 727路 B929路,途经路线[5条],机场海关
 M387路 727路 B929路,途经路线[3条],机场东地铁站
 M558路,途经路线[1条],机场南路口
 M294路 M297路 B762路 963路,途经路线[4条],机动训练大队
 E16路 E21路 NE29路 E29路 NE30路 NE31路 E31路 E32路 330路 330B线 330D线 330C线 M387路 M416路 M526路 M527路 M528路 790路,途经路线[18条],机场新航站楼
 11号线(机场线),途经路线[1条],机场
 11号线(机场线),途经路线[1条],机场北
 1号线(罗宝线) M137路 M237路 M291路 M331路 M332路 M334路 M351路 M416路 M472路 B875路 B929路,途经路线[12条],机场东
 605路,途经路线[1条],晶英达公司
 B613路 B733路,途经路线[2条],景田医院
 38路 104路 B689路,途经路线[3条],景蜜村
 M397路 779路 B943路,途经路线[3条],景顺油站
 M455路 B784路 B901路 B948路,途经路线[4条],晶像通厂
 高快巴士25 高快巴士28 高峰专线38 45路 73路 104路 M169路 M312路 316路 323路 M369路 B689路,途经路线[12条],景田沃尔玛
 高峰专线73 M154路 M203路 M224路 M272路 M403路 B665路 B741路 B810路,途经路线[9条],景芬路口
 N6路 N9路 12路 E17路 E18路 高峰专线19 高快巴士28 45路 58路 60路 111路 M192路 222路 235路 324路 328路 M390路 M499路 K578路 B613路,途经路线[20条],景鹏大厦
 11路 21路 38路 104路,途经路线[4条],景田北
 B838路,途经路线[1条],景山实验学校
 2号线(蛇口线) 9号线(梅林线),途经路线[2条],景田
 M254路 B774路 B979路,途经路线[3条],敬业公司
 N2路 N3路 29路 64路 83路 107路 M172路 M329路 B696路,途经路线[9条],景亿山庄
 M220路 M317路 M458路 B670路 B678路,途经路线[5条],景园公寓
 高峰专线131 高峰专线138 M249路 M349路 M425路,途经路线[5条],教科培训中心
 N6路 11路 E12路 38路 45路 73路 79路 104路 M169路 213路 222路 323路 328路 365路 M369路 M391路 M392路 B613路,途经路线[18条],景新花园
 E37路 高峰专线171 M212路 M233路 M263路 336路 M372路 M392路 M424路 M449路 M505路 M534路 B920路,途经路线[13条],景乐市场
 高峰专线145 791路,途经路线[2条],捷家宝总站
 高快巴士21 M330路 M350路 M470路 M507路 B631路 B847路,途经路线[7条],径贝居委会
 高快巴士27 M225路 M285路 M449路 M464路 M510路 M544路 627路,途经路线[8条],捷坤工业区
 2路 N3路 29路 62路 107路 M172路 M329路,途经路线[7条],戒毒所
 B789路,途经路线[1条],捷恒声电
 高峰专线145 791路,途经路线[2条],捷家宝大门
 E15路 E19路 325路 M436路 K578路 720路,途经路线[6条],技工学校光明校区
 M253路 M536路,途经路线[2条],捷和电机
 B821路,途经路线[1条],建龙苑
 103路 205路 M348路,途经路线[3条],径肚
 E6路 M139路 M219路 M220路 M230路 M276路 M277路 M278路 M280路 M306路 M307路 M315路 351路 M361路 M386路 M546路 B723路 802路 810路 811路 862路,途经路线[21条],建设大厦
 M244路 M257路 M442路 M516路 M551路 789路 B935路,途经路线[7条],建韬化工
 B619路,途经路线[1条],径口村
 N19路 M106路 204路 211路 220路 307路 351路 M399路 M509路,途经路线[9条],建设路总站
 E8路 13路 23路 E25路 85路 M105路 M152路 202路 303路 322路 M360路 M401路 M463路,途经路线[13条],建设集团
 N4路 101路 M112路 M401路 M402路 M403路 M404路 M407路 M408路,途经路线[9条],建设路
 M494路 655路,途经路线[2条],建溢集团
 M305路,途经路线[1条],建文小学
 M272路,途经路线[1条],建盈工业区
 M235路 395路 603路 606路 610路 704路 B803路,途经路线[7条],建行
 M230路 M277路 M304路 M319路 M320路 351路,途经路线[6条],建新社区东
 75路 80路 M383路 M389路 M555路,途经路线[5条],建艺大厦
 E5路 E6路 E7路 E25路 E27路 M139路 M315路 M318路 365路 M367路 M386路 M447路 802路 923路,途经路线[14条],建新社区
 M276路 M305路,途经路线[2条],建文外国语学校
 M182路 M469路 629路 704路,途经路线[4条],建安新村
 656路 B867路 B977路 B979路,途经路线[4条],巨基科技园
 M256路 M366路 M529路 B868路 B899路,途经路线[5条],广雅花园东
 M182路 M209路 M376路,途经路线[3条],建安小学
 M255路,途经路线[1条],平安大道路口
 M385路 M483路 M550路 B631路 707路 B828路,途经路线[6条],崛起实验中学
 M490路 M552路 655路,途经路线[3条],居乐苑
 791路,途经路线[1条],建兴路口
 605路 B864路,途经路线[2条],尖岗山大道中
 M455路 B658路,途经路线[2条],将石路口
 M238路 B660路,途经路线[2条],将石市场
 深莞2线 M112路 M222路 B792路 B922路,途经路线[5条],富泉新
 M264路 M311路,途经路线[2条],富民工业区
 M154路 M264路 M311路 M574路 B725路,途经路线[5条],富民警务室
 高快巴士6 高峰专线163 M424路,途经路线[3条],富民花园
 E31路 高快巴士95 高快巴士97 M265路 M302路 M359路 363路 M385路 398路 M412路 881路 882路 977路,途经路线[13条],富民路口
 M251路 M331路 M351路 M395路 M536路,途经路线[5条],富桥工业区
 B769路,途经路线[1条],富来得工业园
 M351路 B892路,途经路线[2条],富士胶片
 629路,途经路线[1条],富年华
 高峰专线46 M408路 M505路 612路 620路,途经路线[5条],富士康南二门
 M211路 M302路 M424路 M517路 B730路,途经路线[5条],富士康西门
 M211路,途经路线[1条],富士康西二门
 NE31路 E32路 高峰专线86 M112路 M202路 M212路 M267路 M282路 313路 321路 M339路 M401路 M477路 M504路 M517路 M538路 M543路 M545路 B603路 624路,途经路线[20条],富士康北门
 深莞1线 E36路 高峰专线80 M267路 M287路 M302路 313路 321路 M337路 M450路 M464路 M510路 M534路 M543路 M545路 B769路,途经路线[16条],富士施乐
 B943路,途经路线[1条],富城工业园
 M366路 M411路 M490路,途经路线[3条],富利松白路口
 811路,途经路线[1条],富地岗
 深惠1线 M275路 M396路 978路,途经路线[4条],富地岗新围
 M366路 M411路 M490路 B960路,途经路线[4条],富利南路口
 M466路,途经路线[1条],富利时路中
 M552路,途经路线[1条],富之庆电子
 M269路 M302路 M359路 M385路 398路 M412路 882路 977路 979路,途经路线[9条],富伟厂
 M320路 M386路 M431路,途经路线[3条],富业商品批发城
 7路 10路 12路 13路 64路 M105路 108路 M183路 225路 303路 M481路,途经路线[11条],妇儿医院
 B803路 B904路,途经路线[2条],妇儿中心
 656路,途经路线[1条],复亚医院(2)
 21路 41路 B613路,途经路线[3条],妇儿大厦
 4路 26路 71路 80路 103路 317路 339路 M347路 362路 377路 M433路 M441路 M453路 M500路 M511路 B685路 B820路,途经路线[17条],妇幼保健院
 M251路 M536路 B893路,途经路线[3条],塘尾十三区
 E35路 M137路 M310路 M387路 866路 B893路 B944路,途经路线[7条],塘尾地铁站
 B740路,途经路线[1条],发佳工业区
 B673路,途经路线[1条],发展路口
 E2路 高峰专线32 371路,途经路线[3条],南岭花园总站
 E27路 NE31路 高快巴士39 M298路 M461路 982路,途经路线[6条],坂田风门坳总站
 深莞2线 凤岗2路,途经路线[2条],凤德岭
 深莞2线 凤岗2路 M361路 398路,途经路线[4条],凤岗汽车站
 881路,途经路线[1条],凤门工业园
 M215路 M218路 M387路 B965路,途经路线[4条],南凤派出
 B774路,途经路线[1条],凤尾
 17路 N18路 97路 B909路,途经路线[4条],凤凰街
 M209路 M330路 605路 610路 704路 B864路,途经路线[6条],凤岗小学
 B949路,途经路线[1条],凤凰综合市
 E35路 M137路 M242路 M332路 M334路 M335路 337路 362路 M435路 M514路 M515路 615路 629路 B875路,途经路线[14条],凤凰花苑
 M236路 M333路 M530路 650路 727路 782路 B837路,途经路线[7条],凤凰第二工业区
 凤凰山景区假日接驳公交专线 旅游10号线 M251路 M252路 M284路 M333路 M334路 M335路 M419路 650路 782路 B837路,途经路线[12条],凤凰社区
 M137路 M242路 M254路 M332路 M333路 337路 362路 M436路 615路 629路 650路,途经路线[11条],凤凰油站
 B949路,途经路线[1条],凤凰村
 高快巴士29 M435路 M436路,途经路线[3条],凤凰总站
 881路,途经路线[1条],凤凰工业园
 凤凰山景区假日接驳公交专线 M251路 M252路 M284路 M333路 M334路 M335路 M419路 650路 782路 B837路,途经路线[11条],凤凰广场
 M209路 M330路 605路 610路 704路 B864路,途经路线[6条],凤凰岗村
 凤凰山景区假日接驳公交专线 旅游10号线 M236路 M433路 M530路 B711路 727路,途经路线[7条],凤凰山路口
 凤凰山景区假日接驳公交专线 M333路 M334路 650路 B711路 782路,途经路线[6条],凤凰山脚
 M236路 M251路 M252路 M284路 M335路 M419路 M530路 727路,途经路线[8条],凤凰山公交综合场站
 M435路 M436路 M514路 B837路,途经路线[4条],凤凰小学(2)
 凤凰山景区假日接驳公交专线 M251路 M252路 M284路 M333路 M334路 M335路 M419路 650路 B837路,途经路线[10条],凤凰台湾街
 B741路,途经路线[1条],阳光翠园
 E35路 M137路 M242路 M254路 331路 M332路 M333路 337路 362路 M413路 M436路 M548路 615路 629路 650路,途经路线[15条],凤凰客运站
 74路 高峰专线150 M242路,途经路线[3条],阳光科创公交总站
 373路 M409路,途经路线[2条],阳光玫瑰园
 M137路 M242路 331路 M332路 M334路 M335路 337路 362路 M435路 M514路 M515路 615路 629路,途经路线[13条],凤凰天桥
 M139路 M363路 M461路 M481路 M521路,途经路线[5条],阳光湾畔
 M493路,途经路线[1条],阳光海滨
 N24路 90路 M123路 236路 325路 339路 M453路,途经路线[7条],阳光带海滨城北
 36路 58路 229路 M463路 M518路,途经路线[5条],阳光棕榈园
 M229路 M280路 M319路 M446路,途经路线[4条],阳光天健城
 N24路 M562路,途经路线[2条],阳光带海滨城
 旅游9号线 高峰专线26 M194路 M259路 338路 M393路 M433路 M473路 M527路 M528路 M530路 615路,途经路线[12条],银田工业区
 高峰专线104 M217路 M234路 M243路 316路 325路 326路 332路 M345路 392路 M535路 767路,途经路线[12条],阳光工业区
 M281路 377路 M428路 B741路,途经路线[4条],银龙汽配城
 M306路 M316路 929路,途经路线[3条],银珠岭小区南
 46路 69路 B614路,途经路线[3条],银湖综合楼
